BIOMASS CALCULATION RESULTS
==================================================
Generated on: 2025-11-22 10:33:54
Total records: 1104

plot	plotkey	year	origin	tree status	tree number	speccode	dbh	height	Bark (KG)	Foliage (KG)	Branch (KG)	Crown (KG)	Stem (KG)	Total (KG)
SR0208PSP	8968	1998	N	L	29	68	13.7	13.9	N/A	N/A	N/A	N/A	N/A	N/A
CE3035PSP	8793	2000	N	L	23	32	4.7	6.5	0.7381	0.5411	0.8183	1.3594	4.5573	5.9167
SR0205PSP	8965	1993	N	L	41	78	5	8.3	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	89	78	4.5	7.34	N/A	N/A	N/A	N/A	N/A	N/A
BP1993040PSP	3210	2007	N	L	202	20	15.1	14.19	6.7516	7.8087	6.9248	14.7335	43.1115	57.8451
FCBOW78-1385-1PGP	4804	1999	N	L	104	22	10	6.14	1.5853	2.6662	2.8956	5.5619	12.2433	17.8052
ARGS131PGP	11921	1977	N	L	19	56	27.9	16.46	N/A	N/A	N/A	N/A	N/A	N/A
SR1209PSP	9010	2005	N	L	8	94	44.3	26.6	N/A	N/A	N/A	N/A	N/A	N/A
SR2230PSP	9061	1995	N	L	7	50	5.1	6.33	0.4191	0.6695	1.4044	2.0739	3.1108	5.1847
FCWEY4S2001086PGP	6354	2012	N	L	17	20	28.7	16.8	30.5062	22.8146	35.3991	58.2138	200.6560	258.8697
SR0205PSP	8965	1993	N	L	54	55	10.2	12	N/A	N/A	N/A	N/A	N/A	N/A
SR1201PSP	9002	1992	N	L	22	90	28.8	18.9	N/A	N/A	N/A	N/A	N/A	N/A
1273871PIP	6827	2013	N	L	12	40	7	9.1	1.6070	0.6099	1.8542	2.4642	8.7518	11.2160
SR1202PSP	9003	2013	N	L	64	90	5.5	9.9	N/A	N/A	N/A	N/A	N/A	N/A
HEM_BRUT051PGP	12083	1991	N	L	24	37	36.8	19	63.4664	17.2500	177.5106	194.7606	524.1305	718.8911
SR1208PSP	9009	2009	N	L	26	78	34	30.6	N/A	N/A	N/A	N/A	N/A	N/A
KLK2000001PGP	7542	2000	N	L	16	74	35.9	25.5	89.0441	8.9550	66.6968	75.6518	516.2272	591.8791
SR5416PSP	9193	1995	N	L	46	169	8.7	8.45	N/A	N/A	N/A	N/A	N/A	N/A
COC1994025PSP	3288	2016	N	L	55	20	26	20.5	24.1892	19.3454	27.5410	46.8864	158.3798	205.2662
SR2230PSP	9061	1995	N	L	42	117	3.7	5.74	N/A	N/A	N/A	N/A	N/A	N/A
SR5020PSP	9158	1999	N	L	70	58	11.6	15.3	6.1380	1.7202	10.9848	12.7050	49.6798	62.3849
TBP1992010PSP	3000	1992	N	L	147	74	25.4	19.5	38.8817	5.0943	27.8765	32.9707	220.3158	253.2865
SR5408PSP	9185	1995	N	L	187	55	16.2	14.4	N/A	N/A	N/A	N/A	N/A	N/A
BY_L1CTPGP	3502	2015	N	L	27	139	15.5	16.5	N/A	N/A	N/A	N/A	N/A	N/A
FCBUC_LH200706PGP	3535	2015	N	L	29	12	23.5	10.3	16.6315	16.4342	20.2657	36.6998	139.3816	176.0814
SR4204PSP	9102	1993	N	L	28	55	2.9	3.92	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW56-021-0PGP	4879	2012	N	L	29	12	18.7	10.4	9.8286	11.7539	12.5934	24.3473	77.9473	102.2946
CE3029PSP	8788	2014	N	L	27	1	18.7	22.3	N/A	N/A	N/A	N/A	N/A	N/A
SR0209PSP	8969	1994	N	L	27	60	29.6	26	N/A	N/A	N/A	N/A	N/A	N/A
SR4212PSP	9110	1994	N	L	79	50	7.8	13	1.2050	1.1849	3.5500	4.7349	9.2622	13.9971
SR0016PSP	8956	1995	N	L	68	50	11.2	13.1	2.9619	1.9266	7.8193	9.7459	23.4560	33.2019
SR0212PSP	8972	1994	N	L	4	60	9.3	11.3	N/A	N/A	N/A	N/A	N/A	N/A
SR5024PSP	9161	1997	N	L	25	124	2.6	3.7	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW12-167-4PGP	4706	2005	N	L	621	13	28.2	22.49	27.3814	18.5372	29.2563	47.7935	238.9542	286.7476
SR5203PSP	9164	1998	N	L	14	44	30.9	23.4	25.9956	9.6285	124.8600	134.4885	419.0865	553.5750
SR4005PSP	9090	1994	N	L	52	94	8.7	10.84	N/A	N/A	N/A	N/A	N/A	N/A
SR2230PSP	9061	1995	N	L	83	117	9.1	12.3	N/A	N/A	N/A	N/A	N/A	N/A
SR1209PSP	9010	1994	N	L	8	94	38	24.5	N/A	N/A	N/A	N/A	N/A	N/A
1321801PIP	6862	2014	N	L	53	32	15.4	12.3	8.8101	3.2855	15.6154	18.9009	70.5458	89.4467
CE1000PSP	8707	1998	N	L	6	2	21	15.55	9.7337	11.5347	14.3417	25.8764	106.5812	132.4577
CE4017PSP	8809	1995	N	L	15	58	29.5	22.55	34.1163	5.4319	71.7292	77.1612	300.5299	377.6911
CE7012PSP	8890	2004	N	L	105	70	34.9	28.05	83.1370	10.2737	58.2390	68.5127	478.1930	546.7057
SR1206PSP	9007	1993	N	L	40	44	20.9	18.3	10.8324	5.1177	49.4662	54.5838	170.8481	225.4320
CE6205PSP	8875	1999	N	L	48	50	11.1	14.4	2.8966	1.9035	7.6677	9.5712	22.9218	32.4931
SR0001PSP	8941	1992	N	L	20	46	38.3	29.1	58.3948	9.7151	155.8868	165.6019	559.2896	724.8915
HEM_NIGH103PGP	12218	1991	N	L	9	19	12	7.5	4.5244	5.2958	6.0413	11.3371	27.5605	38.8976
CE4112PSP	8832	2006	N	L	59	42	3.9	4.38	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW78-2003-005PGP	5035	2008	N	L	412	38	13.5	11.3	7.0652	3.8495	10.3825	14.2320	47.0439	61.2758
SR5404PSP	9181	2012	N	L	76	177	29.7	29	N/A	N/A	N/A	N/A	N/A	N/A
HEM_CLYD477PGP	12133	1991	N	L	63	19	4.2	4	0.3927	0.8894	0.5602	1.4495	2.2821	3.7316
HEM_BISHA03PGP	12075	1991	N	L	9	19	21.2	13	17.0212	13.9306	21.9285	35.8591	106.3837	142.2428
FECGY610PGP	12824	2011	N	L	136	22	5.7	6.14	0.4752	1.0095	0.9749	1.9844	3.5488	5.5332
1129266PIP	10419	2017	N	L	53	25	3.7	3.4	0.2754	0.5608	0.3796	0.9404	1.8120	2.7524
SR1015PSP	8992	1994	N	L	80	88	13	13.7	N/A	N/A	N/A	N/A	N/A	N/A
SR4426PSP	9142	1995	N	L	81	94	3	4.55	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200444PGP	5595	2004	N	L	906	22	39.9	17.11	30.7688	29.1247	42.2327	71.3574	258.3256	329.6830
SR5414PSP	9191	1999	N	L	118	45	17.6	14.7	12.4455	2.6466	12.9951	15.6417	91.7729	107.4146
SR5413PSP	9190	1995	N	L	61	47	19.7	18	18.7895	3.9333	18.7560	22.6893	123.5778	146.2672
SR2231PSP	9062	2001	N	L	55	33	8.9	12.4	2.4207	2.2370	2.4670	4.7040	25.3270	30.0310
COC2019001PSP	10593	2019	N	L	55	903	10.4	13.8	N/A	N/A	N/A	N/A	N/A	N/A
CE0033PSP	8679	2003	N	L	185	37	4.6	9.91	0.5927	0.9438	1.1963	2.1401	5.7868	7.9269
SR0212PSP	8972	1994	N	L	52	60	7.8	9.3	N/A	N/A	N/A	N/A	N/A	N/A
SR5406PSP	9183	1998	N	L	48	33	29.4	27.5	27.8176	10.0581	100.4550	110.5131	309.5037	420.0168
SR0405PSP	8982	1998	N	L	45	86	40.6	25.9	N/A	N/A	N/A	N/A	N/A	N/A
1280446PIP	35	2008	N	L	63	38	8.9	9.2	2.5936	1.9478	3.5836	5.5314	16.6864	22.2178
CE3004PSP	8763	1998	N	L	23	70	7.8	11.2	2.9687	0.5018	1.0935	1.5954	14.7718	16.3672
SR0213PSP	8973	1994	N	L	60	33	58	30.5	111.4955	23.6444	826.6310	850.2754	1284.8653	2135.1406
SR5024PSP	9161	2000	N	L	39	117	4.2	4.5	N/A	N/A	N/A	N/A	N/A	N/A
SR5401PSP	9178	2012	N	L	37	5	50.2	24.7	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1996	N	L	55	5	11.7	9.25	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2003070PGP	6041	2003	N	L	53	3	25.4	14.48	14.9020	10.4450	19.5435	29.9885	206.5997	236.5882
SR5203PSP	9164	1993	N	L	1	44	23.3	20.5	13.8171	6.1007	63.9883	70.0890	219.2542	289.3432
CE3003PSP	8762	2015	N	L	124	41	5.1	7.9	1.1646	0.5704	0.7866	1.3570	7.1009	8.4579
FCACI_KE200005PGP	4266	2005	N	L	35	13	13.8	13.85	5.5122	6.7467	6.5984	13.3451	40.5852	53.9302
NOR2013002PSP	11781	2013	N	L	29	14	13.1	8.5	4.7688	3.3481	2.2805	5.6286	39.7746	45.4031
NOR2013002PSP	11781	2013	N	L	45	14	21.7	13	13.6991	11.3635	11.9090	23.2726	124.4113	147.6839
NOR2013002PSP	11781	2013	N	L	15	14	29.6	19.1	26.2180	24.0981	32.9193	57.0174	251.0205	308.0379
SR1209PSP	9010	1994	N	L	24	94	6.2	10.8	N/A	N/A	N/A	N/A	N/A	N/A
SR3012PSP	9076	2016	N	L	7	51	29.9	26.7	37.6162	7.5205	46.1929	53.7134	240.1041	293.8174
ACH_IPGP	12067	1953	N	L	89	75	22.9	17.4	N/A	N/A	N/A	N/A	N/A	N/A
1314921PIP	55	2017	N	L	419	20	11.3	11	3.4178	4.8128	3.3155	8.1283	21.5349	29.6632
SR0407PSP	8984	1993	N	L	8	60	55.5	32.6	N/A	N/A	N/A	N/A	N/A	N/A
1253186PIP	6662	2012	N	L	38	1	13.7	8.2	N/A	N/A	N/A	N/A	N/A	N/A
SR0215PSP	8975	1998	N	L	22	54	20.1	20.2	N/A	N/A	N/A	N/A	N/A	N/A
CHA1995022PSP	3258	1995	N	L	27	74	13	17.61	7.8179	1.7093	5.1498	6.8590	42.3932	49.2522
SR5417PSP	9194	1995	N	L	87	170	18.2	18.3	N/A	N/A	N/A	N/A	N/A	N/A
FCBUC_LH200704PGP	3533	2015	N	L	367	45	16.4	9.5	10.7483	2.4045	11.3018	13.7063	77.9499	91.6561
WWA1995022PSP	3112	1995	N	L	26	3	35.4	26.97	29.6292	18.5428	43.5757	62.1185	455.4381	517.5567
FCBOW56-2006-06PGP	5183	2006	N	L	48	13	27.2	21.84	25.2514	17.6144	27.1358	44.7502	218.4611	263.2113
SR4208PSP	9106	1993	N	L	43	55	66.7	28.8	N/A	N/A	N/A	N/A	N/A	N/A
1321811PIP	6861	2014	N	L	35	73	4.1	4.5	0.5856	0.2720	0.3631	0.6350	2.2099	2.8450
SR1209PSP	9010	2000	N	L	6	123	26	22	N/A	N/A	N/A	N/A	N/A	N/A
FCABI200322PGP	4477	2013	N	L	8	13	22.7	19.1	16.8315	13.6391	18.6152	32.2542	139.4388	171.6931
1294231PIP	6957	2015	N	L	5	73	3.6	5.3	0.4449	0.2203	0.2651	0.4854	1.6256	2.1110
BP1993040PSP	3210	2007	N	L	91	12	29.2	21.03	27.4197	22.6000	31.8532	54.4532	242.2615	296.7146
SR4421PSP	9139	1995	N	L	13	70	20.5	14.8	25.4619	3.5168	14.1965	17.7132	139.0304	156.7437
1280636PIP	6758	2012	N	L	67	37	2.7	4.9	0.1790	0.4483	0.3323	0.7806	1.8249	2.6055
SR1201PSP	9002	1992	N	L	50	70	12.3	15.9	8.1752	1.2564	3.6611	4.9176	42.4888	47.4064
SR2011PSP	9033	2023	N	L	15	41	31.8	20.9	54.2837	12.2116	127.2518	139.4634	364.5082	503.9716
SR0208PSP	8968	1993	N	L	10	68	6.2	8.14	N/A	N/A	N/A	N/A	N/A	N/A
CE1030PSP	8735	1993	N	L	88	41	4.4	5.41	0.8543	0.4455	0.5219	0.9674	5.1686	6.1360
SR0016PSP	8956	2000	N	L	19	124	16.6	18	N/A	N/A	N/A	N/A	N/A	N/A
SR2230PSP	9061	1995	N	L	84	117	9.1	12.6	N/A	N/A	N/A	N/A	N/A	N/A
SR1216PSP	9015	1995	N	L	77	40	33.5	21.5	35.9226	10.0251	112.2984	122.3235	311.7561	434.0796
SR0201PSP	8961	1992	N	L	8	33	2.5	5.28	0.1808	0.4528	0.0480	0.5009	1.7727	2.2735
SR4012PSP	9097	1995	N	L	199	170	8.5	7.27	N/A	N/A	N/A	N/A	N/A	N/A
CE3030PSP	8789	2010	N	L	84	50	10.4	12.5	2.4636	1.7440	6.6515	8.3955	19.3905	27.7861
SR1021PSP	8998	2010	N	L	8	44	35.1	22.7	34.5792	11.8310	168.8453	180.6763	561.4661	742.1424
ACH_BPGP	12060	1978	N	L	2	1	43.4	30.7	N/A	N/A	N/A	N/A	N/A	N/A
SR0216PSP	8976	2000	N	L	5	42	44.5	25.7	N/A	N/A	N/A	N/A	N/A	N/A
1246381PIP	6667	2012	N	L	6	1005	8	8.7	N/A	N/A	N/A	N/A	N/A	N/A
WF2001017PGP	7425	2001	N	L	52	74	27.6	22.5	47.4398	5.8331	34.3715	40.2046	270.2860	310.4906
SR0217PSP	8977	1995	N	L	8	51	9.1	8.95	3.1024	1.0718	3.2230	4.2947	14.6161	18.9109
SR2014PSP	9036	1994	N	L	75	51	3.9	5.11	0.5246	0.2676	0.4838	0.7514	2.0185	2.7698
SR5208PSP	9168	1994	N	L	97	22	16.2	10.44	4.4580	6.1362	7.3708	13.5070	35.4426	48.9496
SR5414PSP	9191	1995	N	L	220	169	8.6	7.42	N/A	N/A	N/A	N/A	N/A	N/A
ARGS012PGP	11803	1982	N	L	22	51	39.9	27.43	68.8982	12.0633	88.1100	100.1733	474.7815	574.9548
CE1005PSP	8712	1993	N	L	4	14	3.5	3.43	0.3020	0.1371	0.0303	0.1673	2.0256	2.1929
NBBY012PGP	12371	2003	N	L	50	37	35.1	21.8	57.0662	16.1468	158.4296	174.5764	473.0535	647.6299
SR0206PSP	8966	1993	N	L	28	54	21.2	18.5	N/A	N/A	N/A	N/A	N/A	N/A
SR0405PSP	8982	1998	N	L	49	86	39.6	27	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1995	N	L	12	170	24.9	20.3	N/A	N/A	N/A	N/A	N/A	N/A
SR5009PSP	9152	1998	N	L	25	70	26.5	25.2	45.0661	5.8991	28.0523	33.9515	252.3109	286.2624
CHA1995014PSP	3250	2007	N	L	37	1091	8.9	8	N/A	N/A	N/A	N/A	N/A	N/A
SR3010PSP	9074	1994	N	L	21	30	53.3	27.4	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	29	68	13.4	12.5	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW3-2002-38PGP	4971	2007	N	L	243	38	2.5	5.6	0.1223	0.2443	0.1401	0.3843	0.7097	1.0941
FCWEY4S2001067PGP	6338	2001	N	L	35	13	3.7	3.64	0.2878	1.0485	0.4247	1.4732	1.5683	3.0415
SR5007PSP	9150	1993	N	L	59	169	28.5	15.3	N/A	N/A	N/A	N/A	N/A	N/A
GCF1994010PGP	7626	2019	N	L	243	903	8.7	8.5	N/A	N/A	N/A	N/A	N/A	N/A
NOR2013002PSP	11781	2013	N	L	74	14	25.7	19.6	19.5124	17.1165	20.7253	37.8418	182.3736	220.2154
SR5024PSP	9161	2000	N	L	49	117	6.1	5.3	N/A	N/A	N/A	N/A	N/A	N/A
SR5407PSP	9184	1995	N	L	43	47	4	7.75	0.7143	0.5637	0.4518	1.0156	3.9479	4.9635
SR5002PSP	9145	2012	N	L	17	46	14.9	18.8	8.8831	3.0484	19.0042	22.0527	73.6651	95.7178
SR0210PSP	8970	1998	N	L	41	54	5.3	8.5	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	31	68	11.2	13.5	N/A	N/A	N/A	N/A	N/A	N/A
SR0406PSP	8983	1993	N	L	45	1	37.1	24.7	N/A	N/A	N/A	N/A	N/A	N/A
CE5006PSP	8862	2001	N	L	22	70	50.4	26.3	188.2592	21.5436	154.3996	175.9431	1122.8325	1298.7756
SR0214PSP	8974	1994	N	L	14	50	30.6	20	36.0311	7.4349	70.1261	77.5611	310.1769	387.7380
FCTEM2003031PGP	5987	2008	N	L	799	73	24.6	20.05	25.8191	4.9695	27.5661	32.5356	157.4612	189.9969
CE2018PSP	6933	1993	N	L	37	74	9.4	13.9	3.5963	1.0075	2.2737	3.2812	19.0932	22.3744
CE2007PSP	8751	1993	N	L	17	2	3.3	3.1	0.2180	0.2507	0.0881	0.3388	1.2647	1.6036
CE3017PSP	8776	2004	N	L	27	30	42.6	23	N/A	N/A	N/A	N/A	N/A	N/A
SR4219PSP	9117	1994	N	L	63	46	16.8	22.8	11.2857	3.5324	24.8335	28.3659	95.3050	123.6708
LD0501PGP	10690	2011	N	L	43	50	23.2	19.3	18.1046	5.1254	38.3229	43.4483	152.2980	195.7464
SR5014PSP	9156	1999	N	L	13	33	55.1	23.1	100.4014	22.1669	705.0344	727.2013	1153.9498	1881.1511
SR0217PSP	8977	1995	N	L	19	78	12.2	8.34	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1995	N	L	26	170	18.5	19.3	N/A	N/A	N/A	N/A	N/A	N/A
HEM_PENT367PGP	12257	1991	N	L	20	19	5	8	0.5893	1.1961	0.8315	2.0275	3.4516	5.4791
CE1011PSP	8718	1993	N	L	69	2	14.9	10.36	4.8124	5.6710	5.5787	11.2497	46.6415	57.8912
SR0201PSP	8961	1997	N	L	7	39	53.8	30.2	N/A	N/A	N/A	N/A	N/A	N/A
CHA1999005PSP	3125	2014	N	L	2	45	20.1	19.6	16.3971	3.1699	16.8977	20.0676	124.7717	144.8393
1246381PIP	6667	2012	N	L	19	1005	10.4	9.7	N/A	N/A	N/A	N/A	N/A	N/A
ARGS251PGP	12041	1982	N	L	32	30	11.7	13.41	N/A	N/A	N/A	N/A	N/A	N/A
CE1015PSP	8721	2000	N	L	86	41	3.5	5.2	0.5284	0.3037	0.2763	0.5800	3.1592	3.7392

File: output_20251122_103352.txt
