BIOMASS CALCULATION RESULTS
==================================================
Generated on: 2025-11-21 12:37:34
Total records: 1104

plot	plotkey	year	origin	tree status	tree number	speccode	dbh	height	Wood (KG)	Bark (KG)	Branch (KG)	Foliage (KG)	Stem (KG)	Crown (KG)	Total (KG)
FCABI200303PGP	4461	2022	N	L	144	1091	7.5	7.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5406PSP	9183	1993	N	L	19	33	45.5	24	641.7458	64.1596	446.0436	21.2452	705.9055	467.2888	1173.1943
CE3015PSP	8774	1993	N	L	39	37	18.7	15.3	96.8997	13.3322	35.1037	7.0707	110.2319	42.1744	152.4063
CE0067PSP	8700	1994	N	L	1	2	14.3	15.17	43.8610	5.5749	3.9763	5.0186	49.4358	8.9948	58.4307
SR0205PSP	8965	1993	N	L	30	60	19.6	13.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4222PSP	9119	1995	N	L	32	1	57.5	29.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4204PSP	9102	1993	N	L	29	55	4.5	5.63	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2003046PGP	6017	2013	N	L	325	38	11.6	12.1	29.9972	5.3315	5.8932	2.4852	35.3287	8.3784	43.7071
FCABI200605PGP	4658	2011	N	L	1	45	39.4	22.19	552.5114	63.2073	63.2525	8.2843	615.7188	71.5368	687.2555
FCACI_TB200409PGP	4545	2014	N	L	882	74	45.5	25.7	720.4236	152.7943	129.5987	13.0174	873.2179	142.6160	1015.8340
ACH_HPGP	12066	1958	N	L	5	2	30.5	20.1	244.0750	20.0800	36.9493	24.0696	264.1549	61.0189	325.1738
SR0204PSP	8964	1993	N	L	64	124	8.3	11.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_DICK862PGP	12157	1990	N	L	12	1001	10	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0206PSP	8966	1993	N	L	20	50	39.9	22	566.5802	66.2037	125.1184	10.8598	632.7839	135.9782	768.7621
SR0208PSP	8968	1998	N	L	34	68	6.6	9.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1143071PIP	10437	2017	N	L	98	13	18.8	12	63.6601	9.7598	15.6245	12.9983	73.4199	28.6228	102.0427
FCDOM200322PGP	5556	2008	N	L	338	74	29.8	22	269.0640	57.1206	41.3648	6.5628	326.1845	47.9275	374.1120
SR0015PSP	8955	1999	N	L	43	58	41.9	27.2	777.4418	81.4882	299.2112	7.5862	858.9301	306.7974	1165.7274
CHA1995027PSP	3263	1995	N	L	52	20	8.6	8.25	9.4541	1.6238	1.4324	2.6530	11.0779	4.0853	15.1633
NP1993007PSP	2950	1993	N	L	46	74	19.2	19.93	103.3523	21.4254	12.1484	3.2220	124.7777	15.3705	140.1482
SR1022PSP	8999	2005	N	L	106	170	3.8	6.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_FRES817PGP	12183	1991	N	L	15	1001	9.7	10	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE7018PSP	8896	1994	N	L	68	70	6.3	9.2	42.3757	1.6714	0.6450	0.4519	44.0471	1.0969	45.1440
HEM_MCLA147PGP	12211	1991	N	L	11	37	49.5	16	646.1130	103.7821	357.8378	24.4950	749.8951	382.3328	1132.2279
CE0006PSP	8652	2020	N	L	136	139	12.9	13.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOR2013002PSP	11781	2013	N	L	12	14	14.9	16.4	62.0654	6.4000	3.8587	4.8921	68.4654	8.7508	77.2162
CE4000PSP	8794	1998	N	L	14	56	4.6	5.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1209PSP	9010	2000	N	L	8	94	41.6	27.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	32	60	4.6	8.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE4112PSP	8832	2016	N	L	59	42	6.1	6.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1184261PIP	10357	2016	N	L	2	13	30.3	27	331.0173	38.2186	23.3320	14.6250	369.2358	37.9570	407.1928
SR0209PSP	8969	1994	N	L	28	60	39.2	26.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0404PSP	8981	1998	N	L	1	60	45.5	30.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5404PSP	9181	1998	N	L	68	177	4.1	6.45	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2001096PGP	5805	2001	N	L	117	73	46.8	21.3	503.2943	92.6646	178.6951	15.3265	595.9589	194.0216	789.9805
CE1035PSP	8740	2010	N	L	44	22	21.8	14.8	71.1215	9.7507	10.9970	8.9838	80.8722	19.9809	100.8530
SR1201PSP	9002	1992	N	L	88	124	6.8	8.92	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCNEE_KC2002189PGP	5262	2013	N	L	116	20	27.6	19.8	171.2943	30.8908	27.4727	18.8117	202.1851	46.2844	248.4695
SR5414PSP	9191	1995	N	L	181	22	9.2	7.95	9.1124	1.4267	2.1639	2.1670	10.5391	4.3308	14.8700
SR5023PSP	9160	1999	N	L	22	5	20.8	8.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1015PSP	8992	1994	N	L	32	88	18.6	16.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COC2019001PSP	10593	2019	N	L	128	12	6.1	4.5	2.9433	0.7069	1.4442	2.8140	3.6503	4.2582	7.9085
SR5416PSP	9193	1995	N	L	6	47	34.4	27.5	423.2191	64.6985	67.2499	7.7757	487.9176	75.0256	562.9432
CE1033PSP	8738	1994	N	L	65	2	38.1	23.26	439.5784	30.1308	65.9352	36.4051	469.7093	102.3403	572.0496
CE0009PSP	8655	1999	N	L	1	30	7.5	10.25	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE3028PSP	8787	1999	N	L	28	45	9.4	11.8	16.8230	3.5287	3.8618	1.0858	20.3517	4.9476	25.2993
SR0208PSP	8968	1993	N	L	28	68	4	6.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2002012PGP	5839	2007	N	L	685	13	27.2	17.64	178.8838	23.9267	30.0733	19.8480	202.8105	49.9213	252.7319
BR0557PGP	7246	2015	N	L	89	1091	9.1	11.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE1002PSP	8709	1993	N	L	47	22	30.9	17.84	153.6174	20.3884	22.4566	16.8012	174.0058	39.2578	213.2637
SR0201PSP	8961	1992	N	L	54	33	10.4	12.7	25.3046	3.1550	5.1495	3.7587	28.4595	8.9081	37.3677
SR5007PSP	9150	1999	N	L	59	169	29.2	16	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1213PSP	9014	2005	N	L	25	90	4.1	5.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE1004PSP	8711	1993	N	L	33	1	4.7	3.73	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0402PSP	8979	1993	N	L	35	32	32.2	26.5	427.4551	40.2032	97.0554	10.0702	467.6583	107.1257	574.7840
SR1216PSP	9015	2006	N	L	51	40	21.4	18.1	151.2094	17.9751	60.2616	7.1483	169.1845	67.4099	236.5944
COC1994013PSP	3276	2016	N	L	195	25	28.5	19.2	220.0256	20.2641	39.9694	11.7642	240.2897	51.7336	292.0233
CE7011PSP	8889	1994	N	L	18	41	3	5.43	1.2228	0.4808	0.0642	0.3173	1.7036	0.3815	2.0851
SR5407PSP	9184	1995	N	L	34	94	14.6	14.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5408PSP	9185	2012	N	L	289	47	16.2	19.7	77.3622	16.4807	11.6213	2.9045	93.8429	14.5258	108.3686
CHA1995012PSP	3248	1995	N	L	169	12	12.1	8.3	18.2642	3.3607	5.8463	7.2802	21.6249	13.1266	34.7515
1253101PIP	9	2017	N	L	60	1092	8.8	8.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2004002PGP	6075	2009	N	L	753	25	23.4	20.3	168.6372	14.9525	20.2042	7.3841	183.5897	27.5883	211.1780
SR0213PSP	8973	1994	N	L	63	33	31.8	25	363.5495	34.0567	109.4288	9.1335	397.6062	118.5623	516.1685
SR1015PSP	8992	2009	N	L	95	88	31.9	21.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0206PSP	8966	1998	N	L	46	68	26.5	21.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE3023PSP	8782	1993	N	L	74	41	24.6	19.05	215.8831	36.5048	60.1038	8.1705	252.3880	68.2743	320.6623
SR0404PSP	8981	1993	N	L	10	78	29.1	23.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARGS075PGP	11866	1977	N	L	18	56	10.7	11.28	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACH_NPGP	12072	1958	N	L	118	75	19.3	15.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5021PSP	9159	1999	N	L	84	45	3.9	7.45	1.8923	0.6253	0.7185	0.2928	2.5176	1.0113	3.5289
FCWEY4S2001062PGP	6333	2001	N	L	963	74	5.1	5.96	2.2069	0.6101	0.5315	0.3771	2.8170	0.9086	3.7256
FECGY724PGP	12826	2001	N	L	4	58	31.9	21	348.7381	41.5805	111.6068	5.8666	390.3186	117.4734	507.7920
SR5401PSP	9178	1993	N	L	27	46	13.1	16.5	55.8766	7.9417	13.3005	2.6194	63.8183	15.9198	79.7381
SR1024PSP	9001	2010	N	L	4	46	4.5	6.4	2.8093	0.6481	1.1334	0.4057	3.4573	1.5391	4.9965
TIM2011005PGP	7706	2011	N	L	10	38	25.6	19.3	212.9140	34.7520	46.8866	9.1563	247.6660	56.0429	303.7089
SR1210PSP	9011	1994	N	L	3	136	4	5.36	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0206PSP	8966	1993	N	L	21	78	16.5	17.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW56-036-0PGP	4894	2018	N	L	995	70	35.7	19	6967.5112	91.1775	79.7294	11.8097	7058.6888	91.5390	7150.2278
SR5417PSP	9194	1995	N	L	12	42	51.2	20.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5404PSP	9181	1993	N	L	76	177	22.7	24	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1996	N	L	35	5	5.6	4.87	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0401PSP	8978	1997	N	L	45	40	27.5	26.9	346.8699	32.0144	173.6882	15.4418	378.8843	189.1300	568.0143
ACH_APGP	12059	1952	N	L	115	2	4.8	6.4	2.0129	0.7110	0.2763	0.7343	2.7239	1.0106	3.7346
HEA1994001PSP	3346	2013	N	L	73	22	13.2	7.54	16.0286	2.6319	5.6228	5.0325	18.6606	10.6554	29.3160
SR1021PSP	8998	2006	N	L	6	94	3.3	5.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GGM1994025PSP	3322	2013	N	L	81	3	35.6	24.72	450.1397	28.8700	44.1276	19.3073	479.0097	63.4348	542.4445
SR0208PSP	8968	1993	N	L	30	68	3.2	2.12	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE0016PSP	8662	1994	N	L	29	37	8	9.02	11.5114	1.7115	4.6328	2.3921	13.2229	7.0249	20.2479
SR5007PSP	9150	1999	N	L	71	50	13.9	16	43.9930	4.9780	12.4540	2.3511	48.9709	14.8051	63.7761
SR0208PSP	8968	1993	N	L	61	32	10.5	14.5	27.8547	3.8618	6.5142	1.8967	31.7164	8.4109	40.1274
CE0071PSP	8704	2000	N	L	2	12	38.4	26.5	449.4512	50.6184	54.9283	31.3434	500.0696	86.2718	586.3413
SR0215PSP	8975	1994	N	L	9	44	38.8	25.5	720.7475	46.8016	210.6419	13.4423	767.5491	224.0842	991.6333
SR0208PSP	8968	1998	N	L	18	88	45.4	27.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0401PSP	8978	1992	N	L	38	75	21.2	23.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACH_IPGP	12067	1958	N	L	67	75	21.3	25	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1239491PIP	10556	2017	N	L	71	1005	11.5	10.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5416PSP	9193	2010	N	L	26	47	28.6	24.3	266.8023	44.5601	43.7259	6.1077	311.3624	49.8336	361.1959
FCTEM2003057PGP	6028	2014	N	L	341	38	31.2	22.4	355.2598	56.7248	76.3736	12.2342	411.9846	88.6078	500.5924
SR1022PSP	8999	2005	N	L	15	88	29.6	20.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1995	N	L	52	170	9.4	14	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	120	60	3.5	5.23	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0206PSP	8966	1993	N	L	3	78	30.5	22.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACH_FPGP	12064	1995	N	L	6	1	45.1	29.08	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOR2013002PSP	11781	2013	N	L	46	14	17.1	16.3	77.1697	8.4513	6.0901	6.6883	85.6210	12.7784	98.3994
FCWEY4S2004018PGP	6546	2004	N	L	147	74	15.9	18.12	64.8339	13.5848	7.4218	2.3746	78.4187	9.7964	88.2150
SR1205PSP	9006	2013	N	L	12	44	35.6	27.5	637.6193	41.8045	171.6987	11.7566	679.4237	183.4552	862.8790
SR1203PSP	9004	2000	N	L	15	124	23.3	25.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACH_NPGP	12072	1968	N	L	74	75	24.4	22.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5416PSP	9193	2010	N	L	8	47	46	24.2	620.2782	87.1387	132.4037	11.3703	707.4170	143.7740	851.1910
PIK2001004PSP	7379	2001	N	L	43	3	9.9	12.25	21.6355	2.4538	1.7543	1.9588	24.0893	3.7131	27.8023
SR4413PSP	9134	1999	N	L	17	123	18.2	19.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5014PSP	9156	1994	N	L	19	33	41.7	21.8	496.8307	52.1459	377.4177	21.7756	548.9766	399.1933	948.1699
SR5023PSP	9160	1996	N	L	73	5	4.1	5.01	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1023PSP	9000	2010	N	L	31	40	33.3	24.7	438.2678	43.4142	226.8097	17.9186	481.6820	244.7283	726.4103
SR1219PSP	9017	2006	N	L	113	46	26.7	25	317.1080	35.5821	68.6343	7.6662	352.6901	76.3005	428.9906
SG1999003PSP	3140	2000	N	L	618	74	23.2	22.87	172.5239	34.7998	19.4046	4.3766	207.3236	23.7811	231.1048
SR1022PSP	8999	1995	N	L	48	32	17.6	17.9	93.2595	11.3705	22.6264	4.0945	104.6300	26.7209	131.3509
SR5415PSP	9192	1995	N	L	40	56	4.1	7.94	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE2001PSP	8745	1997	N	L	61	32	7.6	9	10.0998	1.9647	2.9886	1.1719	12.0645	4.1605	16.2250
SR5404PSP	9181	2012	N	L	70	177	12.7	18.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0207PSP	8967	1993	N	L	15	111	8.2	8.25	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0216PSP	8976	1995	N	L	15	54	9.8	14.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCABI200238PGP	4360	2002	N	L	12	73	34.9	22.66	323.0798	56.1972	69.1231	8.5862	379.2770	77.7094	456.9864
SR0206PSP	8966	1998	N	L	28	54	23.7	20.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1999	N	L	54	170	15	18.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5008PSP	9151	1993	N	L	1	46	22.2	22	197.4091	23.7412	44.8547	5.7127	221.1503	50.5674	271.7177
CE3003PSP	8762	2015	N	L	71	44	8.8	8.9	16.7774	1.3578	6.2127	1.3348	18.1352	7.5475	25.6826
LWP1993001PSP	2910	1993	N	L	523	2	17.7	21.44	101.3609	9.0522	5.4178	6.4101	110.4131	11.8279	122.2410
SR1018PSP	8995	1995	N	L	15	41	25.1	21.5	253.5137	39.8097	66.4112	8.4283	293.3234	74.8395	368.1629
FCBOW56-2005-11PGP	5162	2010	N	L	204	45	24.6	14.51	154.7977	27.6930	28.0113	3.5130	182.4906	31.5242	214.0149
HEM_DICK711PGP	12155	1990	N	L	18	1001	16.9	14	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE2015PSP	8758	1998	N	L	131	2	21.3	17.9	110.7322	11.0282	12.5802	11.3019	121.7604	23.8821	145.6425
FCABI200528PGP	4583	2010	N	L	175	3	8	12.12	14.8988	1.7341	0.9239	1.3382	16.6328	2.2621	18.8949
TIM2004009PGP	7583	2004	N	L	124	45	28.4	19.4	250.2566	32.5124	33.2361	5.2531	282.7690	38.4892	321.2582
ARGS021PGP	11812	1993	N	L	60	19	3	2.89	0.5308	0.1728	0.2419	0.7027	0.7037	0.9446	1.6482
SR0204PSP	8964	1993	N	L	54	50	42.4	25.5	713.9270	76.8512	142.9121	11.8610	790.7781	154.7731	945.5512
SR4421PSP	9139	1995	N	L	40	70	16.7	15.2	815.7552	15.8192	8.9316	2.6512	831.5744	11.5828	843.1571
SR1204PSP	9005	1993	N	L	44	111	4.7	6.99	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1177416PIP	10469	2017	N	L	57	903	12.1	9.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR2231PSP	9062	2001	N	L	125	32	44.1	24.5	764.2199	77.5915	207.1411	16.0887	841.8114	223.2297	1065.0412
HEA1992004PSP	3335	1997	N	L	183	25	17.1	14.93	70.2180	7.3248	10.7854	4.9831	77.5428	15.7685	93.3113
SR1219PSP	9017	2006	N	L	65	124	20.3	25.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW56-036-0PGP	4894	2012	N	L	6	70	5.4	5.5	17.5474	1.1715	0.6129	0.4601	18.7189	1.0730	19.7919
SR0217PSP	8977	1995	N	L	53	78	29.9	15	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0217PSP	8977	2000	N	L	29	45	4.1	5.9	1.8461	0.7993	0.8956	0.2514	2.6454	1.1471	3.7925
SR1201PSP	9002	1992	N	L	45	123	6.3	10.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARGS131PGP	11921	1977	N	L	14	56	29.2	17.07	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACH_KPGP	12069	1984	N	L	27	2	17.8	17	75.2189	8.1971	7.2849	7.7082	83.4160	14.9931	98.4091
SR1003PSP	8987	2008	N	L	53	94	38.7	25.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0019PSP	8957	1995	N	L	15	40	17.9	16.8	103.6966	12.8162	37.8857	5.2252	116.5128	43.1108	159.6237
SR0206PSP	8966	1998	N	L	26	54	19.2	17.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5021PSP	9159	1999	N	L	90	47	19.3	22.3	120.6752	23.6122	17.4796	3.6518	144.2874	21.1314	165.4188
ARGS058PGP	11849	1982	N	L	7	75	28.4	22.25	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLK1994042PSP	3432	2014	N	L	21	903	8.9	7.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1197991PIP	10339	2016	N	L	14	25	27.7	20.2	222.3442	19.8814	34.4742	10.5940	242.2256	45.0682	287.2938
CE3014PSP	8773	1993	N	L	86	1	2.9	4.85	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LWP1994009PSP	2919	2014	N	L	232	70	11.3	16	317.1391	6.4281	2.5220	1.0978	323.5672	3.6198	327.1870
TIM1999003PSP	3143	1999	N	L	23	45	40	20.94	552.3575	67.5929	67.2024	7.9985	619.9504	75.2008	695.1512
SR0208PSP	8968	1993	N	L	33	68	5.7	7.77	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	28	60	10.3	12.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	19	88	36.9	24	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5201PSP	9162	1998	N	L	37	51	45.9	29.5	698.6077	120.5534	155.2145	16.1597	819.1611	171.3743	990.5354
CE3009PSP	8768	1993	N	L	83	32	3.6	6.96	1.8224	0.4120	0.4934	0.3850	2.2343	0.8784	3.1127
SR5416PSP	9193	1995	N	L	43	169	7.9	7.56	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE3033PSP	8792	2009	N	L	30	70	24.4	23.6	3252.8211	37.9174	20.2223	4.4628	3290.7385	24.6851	3315.4236
SR1204PSP	9005	1993	N	L	76	51	14.2	12.34	31.1095	6.8830	6.9589	1.8880	37.9926	8.8469	46.8395
SR5404PSP	9181	2012	N	L	68	177	6.7	9.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2003046PGP	6017	2013	N	L	405	12	15.5	12.9	43.7589	6.8096	7.9320	8.0444	50.5685	15.9764	66.5449
COC1994016PSP	3279	1994	N	L	14	73	38.4	23.74	405.8811	68.4496	89.7901	10.0045	474.3307	99.7946	574.1253
FCBOW4-2002-14PGP	4994	2013	N	L	45	38	9.5	10.7	18.2307	3.3109	3.5093	1.7988	21.5417	5.3081	26.8498
KLK1994043PSP	3433	2013	N	L	82	13	9.4	8.7	13.6897	2.3631	2.5840	3.3885	16.0528	5.9724	22.0252
SR0201PSP	8961	1992	N	L	82	33	4.3	7.84	3.2664	0.4944	0.4217	1.6617	3.7607	2.0834	5.8441
SR0208PSP	8968	1993	N	L	9	111	11.2	10.62	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0008PSP	8948	1998	N	L	18	50	7.9	7.5	7.6430	1.2441	3.6174	1.0356	8.8872	4.6530	13.5402
FCNEE_KC2000140PGP	5213	2005	N	L	8	74	8.8	11.09	12.2531	2.8648	1.7831	0.9116	15.1179	2.6947	17.8126
WWA1999008PSP	3147	1999	N	L	309	22	11.2	7.66	12.2990	1.9817	3.6675	3.4522	14.2807	7.1197	21.4004
FCWEY_KEN2003021PGP	6500	2008	N	L	45	13	20.4	16.8	102.8897	14.0432	12.6338	10.1155	116.9329	22.7493	139.6822
CE4121PSP	8841	1995	N	L	13	37	10.7	11.03	24.3512	3.4949	9.2697	3.4673	27.8461	12.7370	40.5831
SR4404PSP	9125	1993	N	L	23	41	56.1	30.2	1587.8159	196.5564	868.7345	29.1724	1784.3723	897.9069	2682.2791
TIM1999003PSP	3143	2010	N	L	1	22	43.6	18.4	284.2379	38.4314	51.9822	35.1868	322.6693	87.1690	409.8383
FCTEM2003002PGP	5958	2003	N	L	283	74	42	19.61	463.4615	108.1473	121.3168	11.4358	571.6088	132.7526	704.3615
FCBOW78-003-0PGP	4797	2014	N	L	563	13	29.8	19.4	230.8990	29.8610	35.3623	22.0406	260.7599	57.4029	318.1628
SR0210PSP	8970	1994	N	L	41	54	5	8.02	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200318PGP	5552	2003	N	L	88	20	3.8	4.16	1.1683	0.1978	0.1985	0.7290	1.3661	0.9275	2.2937
SR5004PSP	9147	1998	N	L	61	47	5.7	10.2	5.9467	2.0751	1.0178	0.7410	8.0218	1.7589	9.7807
LD2502PGP	10630	2021	N	L	263	58	3.4	7.9	2.1573	0.4756	0.0911	0.3888	2.6330	0.4799	3.1129
KEN2012001PGP	7710	2012	N	L	122	25	26.9	22.6	240.7316	20.1868	27.6219	9.0228	260.9184	36.6447	297.5632
SR2222PSP	9054	2001	N	L	7	55	26.4	20.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5404PSP	9181	1998	N	L	122	111	2.8	7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE0042PSP	8688	2000	N	L	42	70	28.8	14.9	3201.5061	55.5700	49.9301	8.7561	3257.0761	58.6862	3315.7623
FCDOM200266PGP	5483	2007	N	L	33	41	26.6	19.8	259.4989	42.7325	77.3022	9.2184	302.2314	86.5206	388.7520
SR1015PSP	8992	2009	N	L	34	88	23.2	17.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR2014PSP	9036	2010	N	L	28	55	41.9	24.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR3009PSP	9073	1994	N	L	53	56	11.5	13.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE7026PSP	8904	1995	N	L	14	70	23.1	25.68	3066.7899	33.4209	15.8757	3.7409	3100.2108	19.6165	3119.8274
GCF1994010PGP	7626	2019	N	L	242	903	9.6	7.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1998	N	L	9	47	29.3	27.4	316.6033	51.3553	46.2617	6.3039	367.9585	52.5655	420.5241
SR4202PSP	9100	1992	N	L	4	58	3.2	3.85	0.7612	0.2230	0.0414	0.5201	0.9843	0.5615	1.5458
SR5002PSP	9145	1998	N	L	2	58	19.6	14.3	92.1969	13.4276	20.4993	3.5578	105.6245	24.0571	129.6816
FCDOM200304PGP	5538	2024	N	L	347	1091	8.1	12.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAN1994009PSP	2937	2016	N	L	48	25	5.5	7.5	4.7910	0.7090	0.6836	0.8291	5.5000	1.5127	7.0127
CE5007PSP	8863	1993	N	L	12	1	54.4	29.41	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1201PSP	9002	1992	N	L	21	90	27.3	19.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR3005PSP	9069	2001	N	L	4	30	6.5	10.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARGS041PGP	11832	1982	N	L	11	56	10.9	12.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TBP1992016PSP	3005	2019	N	L	364	139	12.5	13.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCWEY4S2001085PGP	6353	2019	N	L	241	20	3.5	5.1	1.1979	0.1877	0.1141	0.4713	1.3856	0.5854	1.9710
SR4202PSP	9100	1992	N	L	11	58	3	3.9	0.6937	0.2036	0.0350	0.4707	0.8973	0.5056	1.4029
SR1008PSP	8990	2000	N	L	80	89	38.5	27.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200510PGP	5625	2005	N	L	330	45	10.7	9.67	19.9122	5.2962	5.6241	1.0428	25.2084	6.6669	31.8753
HEM_DICK178PGP	12142	1991	N	L	16	19	19.5	14	75.7970	15.0255	16.6437	11.6083	90.8225	28.2520	119.0745
LSJP1993013PSP	3447	1998	N	L	62	25	37.3	24.96	465.9099	37.3507	68.5826	16.5029	503.2605	85.0855	588.3460
SR1202PSP	9003	2000	N	L	64	90	4.6	8.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0212PSP	8972	1994	N	L	6	60	9.3	11.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW4-2002-18PGP	5010	2013	N	L	94	74	26.1	19.4	182.1699	39.8825	30.3449	5.2956	222.0524	35.6405	257.6929
CE3030PSP	8789	2010	N	L	18	50	14.5	17.6	51.4188	5.5219	13.6605	2.4998	56.9408	16.1603	73.1011
KLK2010001PGP	7683	2015	N	L	41	45	55.1	26.3	1266.9359	122.6309	120.4039	13.5893	1389.5669	133.9932	1523.5601
CHT2002002PGP	7032	2010	N	L	288	73	35.1	21.7	309.1099	55.5321	72.5689	8.8823	364.6419	81.4512	446.0932
SR5408PSP	9185	1995	N	L	99	55	5.5	8.06	N/A	N/A	N/A	N/A	N/A	N/A	N/A
